userid,ts,groupid
8369ef36-7af4-4d54-909f-41c4c02fc40d,2021-11-01T05:26:04Z,0
042d22fd-61fc-4931-a9a1-5a4311e95d73,2021-11-14T01:34:43Z,0
44afc3e8-d0e7-4d0f-a1a6-8b1f70741a81,2021-11-10T00:53:02Z,0
d5c84f81-edd7-44cf-8e6a-36462089377b,2021-11-03T05:00:39Z,0
1aa4064f-aee0-451a-aca7-bd8e642f4702,2021-11-05T01:45:04Z,0
435a67a7-7594-4abd-be4f-cc45d7001cf0,2021-11-12T17:08:28Z,0
51077936-9def-4a04-8a3f-ddc8290233c1,2021-11-20T19:50:27Z,0
102398a3-e0c9-4e8e-b3fe-021903621e28,2021-11-10T22:43:35Z,0
7ba2044a-bab8-41c8-bcde-2d71b20c63bd,2021-11-05T16:05:06Z,0
da7e8c13-ef88-4b11-a26d-b1078d9bec17,2021-11-12T06:12:21Z,0
65654db5-86d1-4824-b3ff-e0433b7bbc93,2021-11-20T01:06:07Z,0
14b82e01-de96-4618-a268-fcbe9ed47118,2021-11-03T13:00:36Z,0
284f39c3-6b9a-4a15-b16e-a023c59b43e9,2021-11-08T00:45:42Z,0
b4984774-c7b3-4e2d-8b57-08046d8d2b27,2021-11-07T04:49:05Z,0
334abe90-8b78-4b82-a676-18d599407e51,2021-11-11T03:05:15Z,0
c6341e41-4e46-4d2c-9114-fefba39183d7,2021-11-13T22:21:41Z,0
40e8ce0a-3387-48ad-9a01-1ff6a37b1d47,2021-11-07T17:37:49Z,0
450d6cf3-cf5b-4ae8-979f-d31b6f637b22,2021-11-02T02:44:05Z,0
fa9aebed-cd25-4f7e-9923-5a2e7edb3c5b,2021-11-02T20:05:10Z,0
c3443960-dbf8-4e05-ae16-4406bffa5c8e,2021-11-02T21:55:07Z,0
b555028a-327f-40bb-a595-29105950b87f,2021-11-12T18:48:14Z,0
5c13390a-24bd-4231-b784-98f6fc098526,2021-11-13T21:41:48Z,0
dacd5571-c64c-4428-98db-39d1a7a06dff,2021-11-06T18:09:44Z,0
29415d2f-5d99-41f9-a720-feddc7981fa1,2021-11-14T09:00:45Z,0
19600ad4-acc5-444b-8a1d-18b215bf24f1,2021-11-08T08:12:58Z,0
4b0954fd-4b88-49bf-ae2f-bbc8a14de748,2021-11-02T03:07:30Z,0
8c8807ac-0556-4d2b-a4df-d5473922faf7,2021-11-10T06:00:49Z,0
fc7f271a-4c47-4803-a270-f424833ef892,2021-11-16T00:51:50Z,0
9e4d3f64-f642-48d9-95a5-01ff8761ebed,2021-11-05T01:24:19Z,0
cc8c71e4-f70f-4d55-add6-3dee3d141d6e,2021-11-16T01:58:53Z,0
92217962-29b6-4a85-af7f-dac709a9e15e,2021-11-12T11:30:23Z,0
b1c67a4a-fae9-4be5-abde-6b4116126357,2021-11-08T15:47:36Z,0
c73c56de-24ba-4be4-a298-c5b780f321a3,2021-11-17T08:19:54Z,0
1546395b-4e7e-45a9-b86c-c2cd8700e836,2021-11-14T11:56:12Z,0
3c759508-779f-4587-a026-0e051e764a59,2021-11-14T08:19:54Z,0
b44b5db9-ec08-4693-834b-bd0403cd173a,2021-11-06T06:30:00Z,0
ae5ca990-60da-4869-bb32-aa6754d41481,2021-11-14T11:02:39Z,0
90056dc0-66b8-432c-ac49-db0633130c60,2021-11-03T05:27:45Z,0
88f7bf2e-4723-47d1-bb07-b543a859135d,2021-11-01T08:16:13Z,0
df8dc76b-7b27-4c9b-8330-7cb9e27c79a0,2021-11-02T23:16:19Z,0
b1177c2d-82a2-4334-be0e-790329e58d82,2021-11-12T19:18:29Z,0
ea6c6946-ba24-4714-93aa-49da55d8c49e,2021-11-07T01:05:36Z,0
3dcce66b-f6d4-4389-8867-37393b86c20f,2021-11-08T09:24:44Z,0
6754ea73-87a1-4dc1-b90e-5d7aca494caa,2021-11-07T09:07:27Z,0
f04fbbcc-20a5-4e04-adbd-52cde62ee759,2021-11-15T16:25:05Z,0
d0b26862-c2b0-416d-8bc5-874978c0525c,2021-11-17T01:13:46Z,0
307682fd-766d-40e8-935c-4f7ef08bbafa,2021-11-06T08:40:03Z,0
d57bdf6f-80a7-4445-82c2-578f87280bc3,2021-11-09T23:31:35Z,0
21da3bbb-f35f-4ed7-93a0-249e5185e97f,2021-11-04T19:29:12Z,0
58a6bca0-38ed-487e-967a-82b2b4cb4d75,2021-11-05T19:21:03Z,0
e46e3012-9966-4a33-84e6-ef5a43550005,2021-11-03T12:56:03Z,0
8ab2a4b8-dc4b-4586-a61c-fb8159be9fd8,2021-11-08T07:54:17Z,0
5ad1ed1e-4a48-46c8-b04e-922224cd10fb,2021-11-17T07:34:28Z,0
1c715cb1-3146-4a04-b09c-fc022d51b73b,2021-11-06T17:12:12Z,0
cbb38670-eaae-464a-bdbe-2bb5377a4638,2021-11-05T06:34:31Z,0
ec45edc3-c06b-4eb5-b086-6b906440df78,2021-11-11T01:15:25Z,0
85f47938-d553-4ace-8647-325585f7873a,2021-11-03T21:51:14Z,0
9dec64fd-d2c0-4943-8558-ae063b2713c5,2021-11-03T16:06:52Z,0
a0fe26a7-8bc4-49b5-8e1c-f11226f7b009,2021-11-07T16:03:11Z,0
49e56020-5c27-4399-bdc2-37a4ccabdcb3,2021-11-14T03:44:52Z,0
7474db4b-b5d6-4e11-bcae-7a170efadac1,2021-11-10T02:35:54Z,0
4dd2a68f-9964-44f5-9ef5-1d199e684614,2021-11-11T09:48:17Z,0
0f2bf29a-b696-4dba-a5c1-163b6860834b,2021-11-06T09:33:46Z,0
8c0c62db-87f1-4985-9e69-c629aba6ce2a,2021-11-04T21:13:07Z,0
1c3a59fb-ba6f-4ab9-8660-9c1fb8737883,2021-11-12T10:58:12Z,0
a39dae79-bdd5-40d2-a2a9-fe5589f9fbd7,2021-11-16T19:49:18Z,0
966d349e-68e6-4395-a5c4-30577a1538e4,2021-11-06T01:41:54Z,0
53ea16a0-78be-4fc6-aac2-7c906fbfe3ea,2021-11-14T00:22:18Z,0
9f27d626-f61c-43d8-b2ea-c2999c150649,2021-11-20T22:08:35Z,0
82b29f45-45b4-4d2d-b6ce-1917669d9770,2021-11-05T11:29:23Z,0
7f8fbadf-0e67-47c7-9768-c92da3d68d9d,2021-11-07T19:40:37Z,0
a740525f-6f43-49eb-aabb-7b9bd8172159,2021-11-10T23:26:32Z,0
2c58c9e7-74a0-4408-be5d-0d84ef1cc4f7,2021-11-20T07:46:30Z,0
365d4b7f-67d1-4934-8b08-a0e9cad31698,2021-11-03T06:26:16Z,0
5a93dc23-7c7c-4a5c-a2af-98cfcf33b216,2021-11-12T19:42:26Z,0
ba8822ff-0be1-4099-aab1-881de854c0c5,2021-11-05T06:15:39Z,0
b1630d3b-b180-40eb-9c2a-c773df30b484,2021-11-15T21:32:13Z,0
186bbfe1-55bf-43ae-85dd-310300eec16b,2021-11-04T05:16:30Z,0
944926a2-414a-4419-ac3d-79bbb7c61f89,2021-11-20T02:28:55Z,0
7ae11090-c19e-454e-9a1a-c537e93885fa,2021-11-11T22:00:34Z,0
bb714d98-490b-44c7-a4f2-378aeb5b2c4d,2021-11-04T09:06:45Z,0
2e00fe4c-eede-4b69-9c87-f41e3e8522ca,2021-11-20T14:00:49Z,0
1c3da44c-1c2a-4afc-83b9-b14827531eac,2021-11-10T06:29:41Z,0
4c13a331-03af-4d56-8f1a-decfa2078fbe,2021-11-18T23:42:45Z,0
7e2eca16-032c-4c25-8ee2-64f79575ed74,2021-11-06T11:25:19Z,0
a27b068f-faff-45e5-a5eb-72e4a1b28251,2021-11-02T02:46:54Z,0
8ffd58aa-dc7e-4e75-8010-85a54d2b1de3,2021-11-18T19:02:48Z,0
f51597a4-a60c-4d28-be83-0d6bd01a82b2,2021-11-14T16:07:02Z,0
c703571b-a3e7-4020-81f7-ad13e537ba7d,2021-11-16T12:04:26Z,0
e9701110-b32a-4169-a42e-59b3bd481f5a,2021-11-14T18:58:23Z,0
909a9b5b-e169-4829-94fd-c4863ad930d2,2021-11-16T12:53:03Z,0
ae76f365-1f29-4185-9dde-f27321854f5e,2021-11-06T19:25:17Z,0
2fe8b36c-f54d-4955-9b36-cc7ae19cb4fc,2021-11-06T16:44:18Z,0
444004e5-7897-4526-bf69-247d8b02f170,2021-11-14T02:37:30Z,0
b501dee5-365b-48f9-a937-21fc83f23887,2021-11-17T02:41:15Z,0
5a2b30bd-86b7-40b7-9165-cc4ad32952e4,2021-11-08T20:55:09Z,0
8691f4f6-4cc1-4f39-b263-996611e6a984,2021-11-07T11:41:49Z,0
4638dd55-052c-4ff1-bf6e-4bda33caefff,2021-11-14T01:07:17Z,0
cb878090-7432-4b08-91af-d2f0051e1e7b,2021-11-17T02:32:29Z,0
5722edca-86f0-4328-92eb-c74f2e1ede9d,2021-11-15T02:31:42Z,0
7bbee0e4-65b1-43b1-b5f0-5deb87576ab5,2021-11-03T16:54:46Z,0
e965489c-6d04-4fed-b99b-13c5fbcd690f,2021-11-02T10:17:55Z,0
11711d8c-de26-437c-b8be-60a4467ea887,2021-11-15T07:55:53Z,0
d300afb8-3d57-42e0-b972-1bd8cf61a288,2021-11-12T02:46:10Z,0
27f6565d-1efc-4327-a103-bfa3c201c95f,2021-11-02T12:55:36Z,0
752a699d-7840-49a2-806f-296baba164c0,2021-11-06T14:39:47Z,0
89513a39-4322-4d64-a8dd-84578203777a,2021-11-19T08:07:17Z,0
5ba9fbda-23a0-4ee2-ab37-e83b6f953191,2021-11-13T17:13:11Z,0
d1d5d239-307e-4682-bc95-9e5def071bed,2021-11-18T01:44:28Z,0
1783f963-8f81-48fa-8cbd-7f8bc6109636,2021-11-01T08:47:14Z,0
9390efb2-1ab1-4676-8667-9bf578ee5870,2021-11-01T09:48:13Z,0
3425068d-3beb-4db9-9379-0793e420e958,2021-11-08T04:42:00Z,0
6374f983-2658-4646-87f0-cf773797b581,2021-11-03T15:25:00Z,0
a17fa75e-fb21-4531-850d-018d14485389,2021-11-13T22:54:03Z,0
27b56f0d-1d53-434c-8683-a73bf43239c8,2021-11-11T00:20:23Z,0
9c61ad3b-fa19-4b83-92ce-8b9af3d94930,2021-11-02T18:44:43Z,0
b068f6ea-3f59-4bfa-8996-e6775f48ee5a,2021-11-08T18:40:07Z,0
2b775ddc-109c-4a72-8af7-ab336ead8de4,2021-11-11T12:00:49Z,0
0a7ee424-b031-4fe4-9ad3-4b8065ea3f17,2021-11-02T06:05:15Z,0
6969c840-91b4-4931-a7b1-92cc39c0bc80,2021-11-04T14:28:26Z,0
0eff90b0-740f-4f00-a832-663036edc1c9,2021-11-18T20:55:15Z,0
5b6c4299-cb33-4e90-9f00-be01e8c1bc7f,2021-11-11T09:00:12Z,0
289ffda7-db1d-4d91-b13c-17fd7b643748,2021-11-09T17:24:28Z,0
61182b40-c06d-4f0f-b58e-32a3a4c1d08e,2021-11-20T03:00:11Z,0
474f5fc6-3375-4eea-a6d6-8df099b45c74,2021-11-05T11:48:16Z,0
39c37341-5b30-44ee-bb49-6778085a6fec,2021-11-08T00:16:14Z,0
5ce07ff5-f3ec-42fc-9d96-c604a1eea8a5,2021-11-14T07:25:05Z,0
d7866162-7b85-404f-8c89-293df772f9f8,2021-11-16T22:46:22Z,0
40c4b4d3-be4d-48d2-aa91-ef4dbc392e6d,2021-11-09T11:47:49Z,0
602fe95f-a8f7-440d-8e93-4ed3ad43348b,2021-11-16T22:09:04Z,0
800cc0fc-5787-4e02-a997-a74602d02a7b,2021-11-17T03:11:56Z,0
0c2f7421-6f85-4278-a76b-fba49e1fe50e,2021-11-12T22:01:51Z,0
49bef655-9dc9-4a3b-a301-d75c1cdd151d,2021-11-05T02:02:16Z,0
0d5bc906-cea7-4502-a7f4-dabaee429b1d,2021-11-05T03:36:41Z,0
9fc980bc-e39e-40d9-ab71-ae552d7152c8,2021-11-16T00:59:47Z,0
80d11703-b38a-4783-bc41-5c761a5bb6b7,2021-11-13T05:31:47Z,0
bf4f9e66-2f09-493e-9c3a-9b4b3e0f84ea,2021-11-16T21:25:53Z,0
b26b8003-c557-428a-9af9-534398edd5d9,2021-11-10T00:52:55Z,0
94ac9613-12bb-4ef4-8a12-07ca828ae154,2021-11-01T09:23:21Z,0
ddff1077-61a9-4f45-94bc-e371cd9233ba,2021-11-10T03:26:23Z,0
75a6aa63-64d5-4568-8b1c-5690ef3535b6,2021-11-03T13:14:15Z,0
fd9e14b9-544a-44e9-a0ff-5381a1601243,2021-11-12T04:55:08Z,0
ef7b498b-2edb-4a80-b9ac-a89c63a8a380,2021-11-16T05:16:39Z,0
57ec8b7f-9880-4cce-bf14-631d39e7a85e,2021-11-07T18:14:29Z,0
27f6df52-7a69-4301-b83f-e64813e7b9a5,2021-11-13T04:45:54Z,0
ec8dcdf2-8c4f-49a3-a6f6-235cdaf839d0,2021-11-19T13:34:04Z,0
ca29bf94-cb8b-4bd5-a049-85da4ef1a51e,2021-11-18T11:40:49Z,0
bf190f65-c978-41ff-a19e-109d68f822cd,2021-11-08T18:56:00Z,0
48323a61-6ec6-46cd-8cf3-65236ac2c30f,2021-11-17T21:11:35Z,0
3fca9b9e-189f-4e1f-b857-160bbef12a6b,2021-11-15T07:00:50Z,0
73c771ea-b269-4c79-9dfe-667bb1820608,2021-11-01T08:27:45Z,0
8ccd5775-a03f-4062-a0f3-4ff7d4f9ac05,2021-11-15T10:07:24Z,0
d91fe099-9169-45ac-94ff-0aa5a3f12eff,2021-11-14T03:18:58Z,0
97f79dfc-4b87-4e6f-a118-6e68e64cfdb9,2021-11-16T02:32:58Z,0
2763ba55-3183-4b11-a662-455d380abdde,2021-11-10T15:44:47Z,0
e5ebc100-bc7e-4c44-87c0-db6acd7ac147,2021-11-08T01:24:30Z,0
7ceee11d-853c-4633-a49a-12f0df2f8a7f,2021-11-16T08:47:34Z,0
c00d8531-2fe6-4a98-ae72-1d5bcbeccbac,2021-11-20T13:45:46Z,0
5b238505-4dda-45ac-a423-92b5d1315ed9,2021-11-13T22:18:26Z,0
8ffe848e-bfa6-4bd1-acff-f81fb116a63f,2021-11-06T09:09:12Z,0
f15af44f-074c-4b13-8715-b91dc7527faa,2021-11-08T11:54:46Z,0
e3910710-da2c-4aad-80e3-9ef76f06e2fd,2021-11-18T09:19:03Z,0
3daa83b9-75a1-405e-85e5-cb64ebf416a1,2021-11-10T07:05:28Z,0
03560843-359b-4080-a96d-90ebca0cd2a1,2021-11-14T03:00:39Z,0
f1048d41-9d80-4874-b75d-7c67704dc192,2021-11-16T16:12:42Z,0
c9f5654c-40c0-4b02-9a52-e2e1a97d6d07,2021-11-10T01:03:34Z,0
2ee57abc-28eb-427b-85e5-a1976a7fd04f,2021-11-11T00:47:17Z,0
32710646-c1ec-42cf-a2fb-66af81e6d1c9,2021-11-04T12:59:26Z,0
eba54f93-964b-4769-9c70-3e3dc56c2a79,2021-11-15T07:19:17Z,0
133443c9-3960-405a-822a-9a339682e649,2021-11-17T17:36:48Z,0
cb36f437-e7bc-4fc8-b3f6-cf8bd2cedf04,2021-11-03T07:51:24Z,0
70d93b9d-a9ed-4258-ab62-7c950dd8d21e,2021-11-14T06:46:24Z,0
78c4cac2-f807-4da2-be3c-07b86b6e4164,2021-11-16T11:36:11Z,0
ac0a43e0-ebb8-4ff2-a08d-6fd7f1fd60e9,2021-11-02T01:02:21Z,0
2c2326e0-bf12-4e35-b25a-a3b0388f7070,2021-11-04T03:53:08Z,0
a85775da-2625-4d35-b781-5496a9cd7abf,2021-11-06T19:20:43Z,0
